"类型","业务ID","名称","定义","输出库表","匹配当前IO表名","筛选范围","证据边界"
"indicator","ind2023090575824674","客户_收益率_场外理财产品_最近90天_无备注信息","客户最近90天场外理财产品收益率指标值为百分位数","dm_index_n.index_grp1_yield_otcchremprd_last90day","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023090578267710","客户_收益率_场外理财产品_最近30天_无备注信息","客户最近30天场外理财产品收益率指标值为百分位数","dm_index_n.index_grp1_yield_otcchremprd_last30day","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022800000003","场外基金赎回金额_机构柜台","某个客户某个产品当天机构柜台场外基金赎回金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022800000013","场外基金赎回金额_机构柜台","某个客户某个产品当天机构柜台场外基金赎回金额","dm_index_n.index_grp_otc_fund_redeem_amt_icc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022800000014","场外基金认购金额_机构柜台","某个客户某个产品当天机构柜台场外基金认购金额","dm_index_n.index_grp_otc_fund_subs_amt_icc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022800000004","场外基金认购金额_机构柜台","某个客户某个产品当天机构柜台场外基金认购金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022800000012","场外基金申购金额_机构柜台","某个客户某个产品当天机构柜台场外基金申购金额","dm_index_n.index_grp_otc_fund_purs_amt_icc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022800000002","场外基金申购金额_机构柜台","某个客户某个产品当天机构柜台场外基金申购金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082802645667","客户_距离首次加自选天数_场外基金_当日_无备注信息","距离客户首次添加场外基金自选日期的天数","dm_index_n.index_grp_cust_firadd_seflopt_days_otcfnd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023083046145219","客户_收益率_场外理财产品_当月_无备注信息","客户当月场外理财产品收益率指标值为百分位数","dm_index_n.index_grp_yield_otcchremprd_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082914167840","客户_交易笔数_申购或认购&场外基金产品_当月_无备注信息","申购/认购基金产品笔数(自然月)：这里的基金包括公募、私募、资管（包含现金增利），但不包括prd_no in ('87','o1','o2','czz')","dm_index_n.index_cust_dealstke_purch_scrp_otcfndprd_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082931130177","客户*产品_申购份额_金融产品_当月_无备注信息","本指标包含以下用来区分保有额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_prd_purch_shr_finprd_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082950476862","客户*产品_申购金额_金融产品_当月_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_prd_purch_amt_finprd_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082278020024","客户_持有天数_场外货币基金&当前持有_无计算维度_无备注信息","当前持有场外货币基金（公募）持有天数：追溯到2019-01-01日；从T-1日开始往前查，如果当天场外货币基金保有金额大于等于10则计算为持有，直到保有金额小于10则停止天数计算","dm_index_n.index_cust_hold_days_otc_mf_currhold","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023072864756024","客户_末次交易日期_场外&金融产品&不含现金增利&不含基金投顾_当日_无备注信息","计算客户名下不同类型金融产品末次交易日期；
包含的金融产品类型：资管（不含现金增利）、OTC、私募、公募(不含基金投顾)；
本指标默认标签为所有场外产品（不含现金增利、不含基金投顾）的末次交易日期","dm_index_n.index_cust_end_dealdate_otc_finprd_ninclcash_ninclfia_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081695225096","客户_保有金额_近1年日均&金融产品_当日_无备注信息","日均场外保有量（不包含现金增利）：OTC+资管+私募+_场外_公募","dm_index_n.cust_ret_amt_finprd_tyear_avg","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023032123652646","客户_总交易金额_场内和场外产品销售_当月_零售和机构柜台","在指标“总交易金额_场内和场外产品销售_零售和机构柜台”的基础上，计算当前自然月（自当月1号起）的累计值","dm_index_n.index_grp_trade_amt_exch_otc_mon","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081634808266","客户_收益率_场外理财产品_当日_无备注信息","客户当日场外理财产品收益率：=sum(收益金额)/sum(当日成本)","dm_index_n.index_grp_yield_otcchremprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081628578728","客户_收益率_场外公募基金_当日_无备注信息","客户当日场外公募基金收益率：=sum(收益金额)/sum(当日成本)","dm_index_n.index_grp_yield_otcpubfnd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081631665992","客户_申购份额_金融产品_当日_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_purch_shr_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081677996735","客户_认购份额_金融产品_当日_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_scrp_shr_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081694893363","客户_认购金额_金融产品_当日_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_scrp_amt_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081685996977","客户_申购金额_金融产品_当日_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_purch_amt_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023080968470282","客户_销售份额_金融产品_当月_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_sale_shr_finprd_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
